Yes, This will depend a bit on both user demand and the commitment level of maintainers but I d like to propose the following timeline for yarn alpha support Spark Deprecate YARN alpha Spark Remove YARN alpha i e require YARN stable Since YARN alpha is clearly identified as an alpha API it seems reasonable to drop support for it in a minor release However it does depend a bit whether anyone uses this outside of Yahoo and that I m not sure of In the past this API has been used and maintained by Yahoo but they ll be migrating soon to the stable API s Deprecate and later remove YARN alpha support
Yes,HiveLocalContext is nearly completely redundant with HiveContext We should consider deprecating it and removing all uses Get rid of LocalHiveContext
Yes,According to http doc akka io docs akka intro getting started html Akka is now published to Maven Central so our documentation and POM files don t need to use the old Akka repo It will be one less step for users to worry about Remove use of special Maven repo for Akka
No,SQLParser fails to resolve nested CASE WHEN statement like this select case when case when then else end then else end from tb Exception Exception in thread main org apache spark sql catalyst parser ParseException mismatched input then expecting OR AND IN NOT BETWEEN LIKE RLIKE IS WHEN EQ GTE DIV line pos SQL select case when case when then else end then else end from tb But remove parentheses will be fine select case when case when then else end then else end from tb SQL SQLParser fails to resolve nested CASE WHEN statement with parentheses
No,The names method fails to check for validity of the assignment values This can be fixed by calling colnames within names See example below Fix bug in the name assignment method in SparkR
No,Range operator currently does not output any input metrics and as a result in the SQL UI the number of rows shown is always Fix input metrics for range operator
Yes,The removed codes are not reachable because InConversion already resolve the type coercion issues Remove IN type coercion from PromoteStrings
No,The current executorId toInt will cause NumberformatException This unit test can pass currently because of askWithRetry when catching exception RPC will call again thus it will go if branch and return true ExecutorId in HearbeatReceiverSuite is incorrect
Yes,There is a metadata introduced before to mark the optional columns in merged Parquet schema for filter predicate pushdown As we upgrade to Parquet which includes the fix for the pushdown of optional columns we don t need this metadata now Remove the metadata used to mark optional columns in merged Parquet schema for filter predicate pushdown
Yes,Apache Parquet is released officially last week on Jan This issue aims to bump Parquet version to since it includes many fixes https lists apache org thread html af c f a d ec b bbeecaea aa ef f c Cdev parquet apache org E Upgrade Parquet to
No, Function to json ignores the user provided options
No,There is a number of names which are exported with all but don t exist in the module DataFrame DataFrameNaFunctions DataFrameStatFunctions https github com apache spark blob a ca db fefaf a c d eeda a python pyspark sql column py L This results in unexpected import erros pyspark sql column exports non existent names
No,After resolving the JIRA https issues apache org jira browse SPARK the doc needs an update DOC Options are case insensitive since Spark
No,we need updates to programming guide example and vignettes Bisecting k means in SparkR documentation
No,Although udf and udf are different UDF but the name in the plans are the same It looks confusing Always Identical Name for UDF in the EXPLAIN output
Yes,Create a Python wrapper for spark ml classification LinearSVC LinearSVC Python API
No,Similar to SPARK codegen is in danger of arbitrary Fix the code injection vulnerability related to Generator functions
No,Whenever there are stdout outputs from Spark in JVM typically when calling println they are dropped by SparkR For example explain for Column https github com apache spark blob master sql core src main scala org apache spark sql Column scala L JVM stdout output is dropped in SparkR
No,When Kmeans using initMode random and some random seed it is possible the actual cluster size doesn t equal to the configured k In this case summary model returns error due to the number of cols of coefficient matrix doesn t equal to k SparkR Kmeans summary returns error when the cluster size doesn t equal to k
No,after patch SPARK was applied Sparkconf object is ignored when launching SparkContext programmatically via python from spark submit https github com apache spark blob master python pyspark context py L in case when we are running python SparkContext conf xxx from spark submit conf is set conf jconf is None passed as arg conf object is ignored and used only when we are launching java gateway how to fix python pyspark context py SPARK caused ignorance of conf object passed to SparkContext
Yes,To implement DDL commands we added several analyzer rules in sql hive module to analyze DDL related plans However our Analyzer currently only have one extending interface extendedResolutionRules which defines extra rules that will be run together with other rules in the resolution batch and doesn t fit DDL rules well because DDL rules may do some checking and normalization but we may do it many times as the resolution batch will run rules again and again until fixed point and it s hard to tell if a DDL rule has already done its checking and normalization It s fine because DDL rules are idempotent but it s bad for analysis performance some DDL rules may depend on others and it s pretty hard to write if conditions to guarantee the dependencies It will be good if we have a batch which run rules in one pass so that we can guarantee the dependencies by rules order add a new extending interface in Analyzer for post hoc resolution
No,bq run example sql streaming JavaStructuredKafkaWordCount subscribe topic when i run the spark example raises the following error quote Exception in thread main DEBUG ContextCleaner Got cleaning task CleanBroadcast org apache spark sql streaming StreamingQueryException Job aborted due to stage failure Task in stage failed times most recent failure Lost task in stage TID localhost executor driver java lang IllegalStateException Error reading delta file tmp temporary state delta of HDFSStateStoreProvider id op part dir tmp temporary b c bb f a c ca b b d state tmp temporary b c bb f a c ca b b d state delta does not exist at org apache spark sql execution streaming state HDFSBackedStateStoreProvider org apache spark sql execution streaming state HDFSBackedStateStoreProvider updateFromDeltaFile HDFSBackedStateStoreProvider scala at org apache spark sql execution streaming state HDFSBackedStateStoreProvider anonfun org apache spark sql execution streaming state HDFSBackedStateStoreProvider loadMap anonfun apply HDFSBackedStateStoreProvider scala at org apache spark sql execution streaming state HDFSBackedStateStoreProvider anonfun org apache spark sql execution streaming state HDFSBackedStateStoreProvider loadMap anonfun apply HDFSBackedStateStoreProvider scala at scala Option getOrElse Option scala at org apache spark sql execution streaming state HDFSBackedStateStoreProvider anonfun org apache spark sql execution streaming state HDFSBackedStateStoreProvider loadMap apply HDFSBackedStateStoreProvider scala at org apache spark sql execution streaming state HDFSBackedStateStoreProvider anonfun org apache spark sql execution streaming state HDFSBackedStateStoreProvider loadMap apply HDFSBackedStateStoreProvider scala at scala Option getOrElse Option scala at org apache spark sql execution streaming state HDFSBackedStateStoreProvider org apache spark sql execution streaming state HDFSBackedStateStoreProvider loadMap HDFSBackedStateStoreProvider scala at org apache spark sql execution streaming state HDFSBackedStateStoreProvider getStore HDFSBackedStateStoreProvider scala at org apache spark sql execution streaming state StateStore get StateStore scala at org apache spark sql execution streaming state StateStoreRDD compute StateStoreRDD scala at org apache spark rdd RDD computeOrReadCheckpoint RDD scala at org apache spark rdd RDD iterator RDD scala at org apache spark rdd MapPartitionsRDD compute MapPartitionsRDD scala at org apache spark rdd RDD computeOrReadCheckpoint RDD scala at org apache spark rdd RDD iterator RDD scala at org apache spark rdd MapPartitionsRDD compute MapPartitionsRDD scala at org apache spark rdd RDD computeOrReadCheckpoint RDD scala at org apache spark rdd RDD iterator RDD scala at org apache spark scheduler ResultTask runTask ResultTask scala at org apache spark scheduler Task run Task scala at org apache spark executor Executor TaskRunner run Executor scala at java util concurrent ThreadPoolExecutor runWorker ThreadPoolExecutor java at java util concurrent ThreadPoolExecutor Worker run ThreadPoolExecutor java at java lang Thread run Thread java Caused by java io FileNotFoundException File does not exist tmp temporary state delta at org apache hadoop hdfs server namenode INodeFile valueOf INodeFile java at org apache hadoop hdfs server namenode INodeFile valueOf INodeFile java at org apache hadoop hdfs server namenode FSNamesystem getBlockLocationsInt FSNamesystem java at org apache hadoop hdfs server namenode FSNamesystem getBlockLocations FSNamesystem java at org apache hadoop hdfs server namenode FSNamesystem getBlockLocations FSNamesystem java at org apache hadoop hdfs server namenode NameNodeRpcServer getBlockLocations NameNodeRpcServer java at org apache hadoop hdfs protocolPB ClientNamenodeProtocolServerSideTranslatorPB getBlockLocations ClientNamenodeProtocolServerSideTranslatorPB java at org apache hadoop hdfs protocol proto ClientNamenodeProtocolProtos ClientNamenodeProtocol callBlockingMethod ClientNamenodeProtocolProtos java at org apache hadoop ipc ProtobufRpcEngine Server ProtoBufRpcInvoker call ProtobufRpcEngine java at org apache hadoop ipc RPC Server call RPC java at org apache hadoop ipc Server Handler run Server java at org apache hadoop ipc Server Handler run Server java at java security AccessController doPrivileged Native Method at javax security auth Subject doAs Subject java at org apache hadoop security UserGroupInformation doAs UserGroupInformation java at org apache hadoop ipc Server Handler run Server java at sun reflect NativeConstructorAccessorImpl newInstance Native Method at sun reflect NativeConstructorAccessorImpl newInstance NativeConstructorAccessorImpl java at sun reflect DelegatingConstructorAccessorImpl newInstance DelegatingConstructorAccessorImpl java at java lang reflect Constructor newInstance Constructor java at org apache hadoop ipc RemoteException instantiateException RemoteException java at org apache hadoop ipc RemoteException unwrapRemoteException RemoteException java at org apache hadoop hdfs DFSClient callGetBlockLocations DFSClient java at org apache hadoop hdfs DFSClient getLocatedBlocks DFSClient java at org apache hadoop hdfs DFSClient getLocatedBlocks DFSClient java at org apache hadoop hdfs DFSInputStream fetchLocatedBlocksAndGetLastBlockLength DFSInputStream java at org apache hadoop hdfs DFSInputStream openInfo DFSInputStream java at org apache hadoop hdfs DFSInputStream DFSInputStream java at org apache hadoop hdfs DFSClient open DFSClient java at org apache hadoop hdfs DistributedFileSystem doCall DistributedFileSystem java at org apache hadoop hdfs DistributedFileSystem doCall DistributedFileSystem java at org apache hadoop fs FileSystemLinkResolver resolve FileSystemLinkResolver java at org apache hadoop hdfs DistributedFileSystem open DistributedFileSystem java at org apache hadoop fs FileSystem open FileSystem java at org apache spark sql execution streaming state HDFSBackedStateStoreProvider org apache spark sql execution streaming state HDFSBackedStateStoreProvider updateFromDeltaFile HDFSBackedStateStoreProvider scala more quote I checked my spark configuration file found the value of spark sql adaptive enabled is true to modify it into false the example program can work Is this a bug thanks File does not exist tmp temporary b c bb f a c ca b b d state delta
No, add test for setting location for managed table
Yes,When we use the jdbc in pyspark if we check the lowerBound and upperBound we can give a more friendly suggestion Check the lowerBound and upperBound whether equal None in jdbc API
No,When there is any partial download or download error it is not cleaned up and sparkR session will continue to stuck with no error message SparkR hangs when there is download or untar failure
No,For the datasource other than FileFormat such as spark xml which is based on BaseRelation and uses HadoopRDD NewHadoopRDD InputFileBlockHolder doesn t work with Python UDF The method to reproduce it is running the following codes with bin pyspark packages com databricks spark xml InputFileBlockHolder doesn t work with Python UDF for datasource other than FileFormat
No,The redirect handler that is started in the HTTP port when SSL is enabled only redirects the root of the server Additional handlers do not go through the handler so if you have a deep link to the non https server you won t be redirected to the https port I tested this with the history server but it should be the same for the normal UI the fix should be the same for both too SSL redirect handler only redirects the server s root
Yes,Currently in SQL we implement overwrites by calling fs delete directly on the original data This is not ideal since we the original files end up deleted even if the job aborts We should extend the commit protocol to allow file overwrites to be managed as well Add deleteWithJob hook to internal commit protocol API
No,ml R application fails in spark with yarn cluster mode ml R example fails in yarn cluster mode due to lacks of e package
Yes,In SPARK support for AES encryption was added to the Spark network library But the authentication of different Spark processes is still performed using SASL s DIGEST MD mechanism That means the authentication part is the weakest link since the AES keys are currently encrypted using des strongest cipher supported by SASL Spark can t really claim to provide the full benefits of using AES for encryption We should add a new auth protocol that doesn t need these disclaimers AES based authentication mechanism for Spark
No,glm y family Gamma data dy ERROR RBackendHandler fit on org apache spark ml r GeneralizedLinearRegressionWrapper failed java lang reflect InvocationTargetException at sun reflect NativeMethodAccessorImpl invoke Native Method at sun reflect NativeMethodAccessorImpl invoke NativeMethodAccessorImpl java at sun reflect DelegatingMethodAccessorImpl invoke DelegatingMethodAccessorImpl java at java lang reflect Method invoke Method java at org apache spark api r RBackendHandler handleMethodCall RBackendHandler scala at org apache spark api r RBackendHandler channelRead RBackendHandler scala at org apache spark api r RBackendHandler channelRead RBackendHandler scala at io netty channel SimpleChannelInboundHandler channelRead SimpleChannelInboundHandler java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext fireChannelRead AbstractChannelHandlerContext java at io netty handler timeout IdleStateHandler channelRead IdleStateHandler java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext fireChannelRead AbstractChannelHandlerContext java at io netty handler codec MessageToMessageDecoder channelRead MessageToMessageDecoder java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext fireChannelRead AbstractChannelHandlerContext java at io netty handler codec ByteToMessageDecoder fireChannelRead ByteToMessageDecoder java at io netty handler codec ByteToMessageDecoder channelRead ByteToMessageDecoder java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext fireChannelRead AbstractChannelHandlerContext java at io netty channel DefaultChannelPipeline HeadContext channelRead DefaultChannelPipeline java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel AbstractChannelHandlerContext invokeChannelRead AbstractChannelHandlerContext java at io netty channel DefaultChannelPipeline fireChannelRead DefaultChannelPipeline java at io netty channel nio AbstractNioByteChannel NioByteUnsafe read AbstractNioByteChannel java at io netty channel nio NioEventLoop processSelectedKey NioEventLoop java at io netty channel nio NioEventLoop processSelectedKeysOptimized NioEventLoop java at io netty channel nio NioEventLoop processSelectedKeys NioEventLoop java at io netty channel nio NioEventLoop run NioEventLoop java at io netty util concurrent SingleThreadEventExecutor run SingleThreadEventExecutor java at io netty util concurrent DefaultThreadFactory DefaultRunnableDecorator run DefaultThreadFactory java at java lang Thread run Thread java Caused by java lang IllegalArgumentException glm e cdf parameter family given invalid value Gamma at org apache spark ml param Param validate params scala at org apache spark ml param ParamPair params scala at org apache spark ml param Param minus greater params scala at org apache spark ml param Params class set params scala at org apache spark ml PipelineStage set Pipeline scala at org apache spark ml regression GeneralizedLinearRegression setFamily GeneralizedLinearRegression scala at org apache spark ml r GeneralizedLinearRegressionWrapper fit GeneralizedLinearRegressionWrapper scala at org apache spark ml r GeneralizedLinearRegressionWrapper fit GeneralizedLinearRegressionWrapper scala more Error in handleErrors returnStatus conn java lang IllegalArgumentException glm e cdf parameter family given invalid value Gamma at org apache spark ml param Param validate params scala at org apache spark ml param ParamPair params scala at org apache spark ml param Param minus greater params scala at org apache spark ml param Params class set params scala at org apache spark ml PipelineStage set Pipeline scala at org apache spark ml regression GeneralizedLinearRegression setFamily GeneralizedLinearRegression scala at org apache spark ml r GeneralizedLinearRegressionWrapper fit GeneralizedLinearRegressionWrapper scala at org apache spark ml r GeneralizedLinearRegressionWrapper fit GeneralizedLinearRegressionWrapper scala at sun reflect NativeMethodAccessorImpl invoke Native Method at sun reflect NativeMethodAccessorImpl invoke NativeMethodAccessorImpl java at sun reflect DelegatingMethodAccessorImpl invoke DelegatingMethodAccessorImpl java SparkR glm Gamma family results in error
No,Maybe the partition match have something wrong when the partition value is set to empty string alter table table name drop partition with a empty string will drop the whole table
No,The returned result is empty after table loading We should refresh the metadata cache after loading the data to the table Returned an Empty Result after Loading a Hive Table
No,There are some tests failed on Windows via AppVeyor as below due to this problem The problem is in this line https github com apache spark blob c a a e d a d b c d sql hive src main scala org apache spark sql hive execution ScriptTransformation scala L We always assume bash is located in bin bash In some cases such as installing Cygwin and use bash in cmd or using bash in Windows they are not located there script transformation does not work on Windows due to fixed bash executable location
No,While adding DistributedLDAModel training summary for SparkR I found that the logPrior for original and loaded model is different For example in the test read write DistributedLDAModel I add the test val logPrior model asInstanceOf DistributedLDAModel logPrior val logPrior model asInstanceOf DistributedLDAModel logPrior assert logPrior logPrior The test fails did not equal DistributedLDAModel returns different logPrior for original and loaded model
No,See reproduction at https databricks prod cloudfront cloud databricks com public ec e c eaaa f bcfc latest html Consider the following Cached tables are not used in SubqueryExpression
