Non-existence - ban decision,Spark has an option called spark localExecution enabled according to the docs quote Enables Spark to run certain jobs such as first or take on the driver without sending tasks to the cluster This can make certain jobs execute very quickly but may require shipping a whole partition of data to the driver quote This feature ends up adding quite a bit of complexity to DAGScheduler especially in the runLocallyWithinThread method but as far as I know nobody uses this feature I searched the mailing list and haven t seen any recent mentions of the configuration nor stacktraces including the runLocally method As a step towards scheduler complexity reduction I propose that we remove this feature and all code related to it for Spark Remove DAGScheduler runLocallyWithinThread and spark localExecution enabled
Non-existence - ban decision,A small change based on code review and offline discussion with dragos Removing unnecessary self types in Catalyst
Non-existence - ban decision,As the new Parquet external data source matures we should remove the old Parquet support now Removes old Parquet support code
Non-existence - ban decision,They are not very useful and cause problems with toString due to the order they are mixed in Remove LeafNode UnaryNode BinaryNode from TreeNode
Non-existence - ban decision,The SparkContext constructor that takes preferredNodeLocalityData has not worked since before Spark Also the feature in SPARK is strictly better than a correct implementation of that feature We should remove any documentation references to that feature and print a warning when it is used saying it doesn t work Remove references to preferredNodeLocalityData in javadoc and print warning when used
Non-existence - ban decision,It is unnecessary and makes the type hierarchy slightly more complicated than needed Remove ExtractValueWithOrdinal abstract class
Non-existence - ban decision,Right now InternalRow is megamorphic because it has many different implementations We should work towards having only one or at most two InternalRow implementations Remove EmptyRow class
Non-existence - ban decision,The type alias was there because initially when I moved Row around I didn t want to do massive changes to the expression code But now it should be pretty easy to just remove it One less concept to worry about Remove InternalRow type alias in expressions package
Non-existence - ban decision,Based on discussion offline with marmbrus we should remove GenerateProjection Remove GenerateProjection
Structural decision,This will make it convenient for R users to use SparkR from their browsers Install and configure RStudio server on Spark EC
Non-existence - ban decision,We should remove the existing ExpressionOptimizationSuite and update checkEvaluation to also run the optimizer version ExpressionEvalHelper checkEvaluation should also run the optimizer version
Non-existence - ban decision,From my perspective as a code reviewer I find them more confusing than using String directly Remove Term Code type aliases in code generation
Non-existence - ban decision,It s not a very useful type to use We can just remove it to simplify expressions slightly Remove EvaluatedType from SQL Expression
Structural decision,ExternalSorter contains a bunch of to move this functionality out of ExternalSorter and into a separate class which shares a common interface insertAll writePartitionedFile This is a stepping stone towards eventually removing this bypass path see SPARK Move hash style shuffle code out of ExternalSorter and into own file
Non-existence - ban decision,Learnt a lesson from SPARK Spark should avoid to use scala concurrent ExecutionContext Implicits global because the user may submit blocking actions to scala concurrent ExecutionContext Implicits global and exhaust all threads in it This could crash Spark So Spark should always use its own thread pools for safety Remove import scala concurrent ExecutionContext Implicits global
Non-existence - ban decision, Removed calling size length in while condition to avoid extra JVM call
Non-existence - ban decision,We can just rewrite distinct using groupby i e aggregate operator Remove physical Distinct operator in favor of Aggregate
Non-existence - ban decision, Removed diffSum which is theoretical zero in LinearRegression and coding formating
Structural decision,We want to change and improve the spark ml API for trees and ensembles but we cannot change the old API in spark mllib To support the changes we want to make we should move the implementation from spark mllib to spark ml We will generalize and modify it but will also ensure that we do not change the behavior of the old API There are several steps to this Copy the implementation over to spark ml and change the spark ml classes to use that implementation rather than calling the spark mllib implementation The current spark ml tests will ensure that the implementations learn exactly the same models Note This should include performance testing to make sure the updated code does not have any regressions UPDATE I have run tests using spark perf and there were no regressions Remove the spark mllib implementation and make the spark mllib APIs wrappers around the spark ml implementation The spark ml tests will again ensure that we do not change any behavior Move the unit tests to spark ml and change the spark mllib unit tests to verify model equivalence This JIRA is now for step only Steps and will be in separate JIRAs After these updates we can more safely generalize and improve the spark ml implementation Move tree forest implementation from spark mllib to spark ml
Non-existence - ban decision,This maven repository is blocked in China We should get rid of that dependency so people in China can compile Spark Remove dependency on Twitter J repository
Behavioral decision,This is not always possible but whenever possible we should remove or reduce the differences between Pandas and Spark DataFrames in Python Improve DataFrame API compatibility with Pandas
Behavioral decision,This depends on some internal interface of Spark SQL should be done after merging into Spark DataFrame UDFs in R
Behavioral decision,Would be great to create APIs for external block stores rather than doing a bunch of if statements everywhere Create external block store API
Structural decision, Upgrade Tachyon dependency to
Structural decision,Deprecated configs are currently all strewn across the code base It would be good to simplify the handling of the deprecated configs in a central location to avoid duplicating the deprecation logic everywhere Centralize deprecated configs in SparkConf
Non-existence - ban decision,Continue the discussion from the LDA PR CheckpoingDir is a global Spark configuration which should not be altered by an ML algorithm We could check whether checkpointDir is set if checkpointInterval is positive Remove setCheckpointDir from LDA and tree Strategy
Non-existence - ban decision,This method survived the code review and it has been there since v It exposes jblas types Let s remove it from the public API I expect that no one calls it directly Hide ALS solveLeastSquares
Behavioral decision,toLocalIterator is available in Java and Scala If we add this functionality to Python then we can also be able to use PySpark to iterate over a dataset partition by partition Add toLocalIterator to pyspark rdd
Structural decision,Fix a todo in spark sql remove Command and use RunnableCommand instead Refactory command in spark sql
Non-existence - ban decision, Remove unneeded staging repositories from build
Structural decision,mqtt client was removed from the Eclipse Paho repository and hence is breaking Spark build Upgrade MQTT dependency to use mqtt client
Structural decision,In this refactoring the performance is slightly increased by removing the overhead from breeze vector The bottleneck is still in breeze norm which is implemented by activeIterator This inefficiency of breeze norm will be addressed in next PR At least this PR makes the base Refactorize Normalizer to make code cleaner
Non-existence - ban decision,In RDDSampler it try use numpy to gain better performance for possion but the number of call of random is only faction N in the pure python implementation of possion so there is no much performance gain from numpy numpy is not a dependent of pyspark so it maybe introduce some problem such as there is no numpy installed in slaves but only installed master as reported in xxxx It also complicate the code a lot so we may should remove numpy from RDDSampler remove numpy from RDDSampler of PySpark
Non-existence - ban decision,For example YarnRMClient and YarnRMClientImpl can be merged YarnAllocator and YarnAllocationHandler can be merged Remove layers of abstraction in YARN code no longer needed after dropping yarn alpha
Non-existence - ban decision,Due to vertex attribute caching EdgeRDD previously took two type parameters ED and VD However this is an implementation detail that should not be exposed in the interface so this PR drops the VD type parameter This requires removing the filter method from the EdgeRDD interface because it depends on vertex attribute caching Drop VD type parameter from EdgeRDD
Structural decision,We should upgrade snappy java to across all of our maintenance branches This release improves error messages when attempting to deserialize empty inputs using SnappyInputStream this operation is always an error but the old error messages made it hard to distinguish failures due to empty streams from ones due to reading invalid corrupted streams see https github com xerial snappy java issues for more context This should be a major help in the Snappy debugging work that I ve been doing Upgrade snappy java to
Non-existence - ban decision,After Pyrolite release a new version with PR https github com irmen Pyrolite pull we should remove the workaround introduced in PR https github com apache spark pull remove workaround to pickle array of float for Pyrolite
Non-existence - ban decision,This will depend a bit on both user demand and the commitment level of maintainers but I d like to propose the following timeline for yarn alpha support Spark Deprecate YARN alpha Spark Remove YARN alpha i e require YARN stable Since YARN alpha is clearly identified as an alpha API it seems reasonable to drop support for it in a minor release However it does depend a bit whether anyone uses this outside of Yahoo and that I m not sure of In the past this API has been used and maintained by Yahoo but they ll be migrating soon to the stable API s Deprecate and later remove YARN alpha support
Non-existence - ban decision,HiveLocalContext is nearly completely redundant with HiveContext We should consider deprecating it and removing all uses Get rid of LocalHiveContext
Non-existence - ban decision,According to http doc akka io docs akka intro getting started html Akka is now published to Maven Central so our documentation and POM files don t need to use the old Akka repo It will be one less step for users to worry about Remove use of special Maven repo for Akka
Non-existence - ban decision,The removed codes are not reachable because InConversion already resolve the type coercion issues Remove IN type coercion from PromoteStrings
Non-existence - ban decision,There is a metadata introduced before to mark the optional columns in merged Parquet schema for filter predicate pushdown As we upgrade to Parquet which includes the fix for the pushdown of optional columns we don t need this metadata now Remove the metadata used to mark optional columns in merged Parquet schema for filter predicate pushdown
Structural decision,Apache Parquet is released officially last week on Jan This issue aims to bump Parquet version to since it includes many fixes https lists apache org thread html af c f a d ec b bbeecaea aa ef f c Cdev parquet apache org E Upgrade Parquet to
Behavioral decision,Create a Python wrapper for spark ml classification LinearSVC LinearSVC Python API
Behavioral decision,To implement DDL commands we added several analyzer rules in sql hive module to analyze DDL related plans However our Analyzer currently only have one extending interface extendedResolutionRules which defines extra rules that will be run together with other rules in the resolution batch and doesn t fit DDL rules well because DDL rules may do some checking and normalization but we may do it many times as the resolution batch will run rules again and again until fixed point and it s hard to tell if a DDL rule has already done its checking and normalization It s fine because DDL rules are idempotent but it s bad for analysis performance some DDL rules may depend on others and it s pretty hard to write if conditions to guarantee the dependencies It will be good if we have a batch which run rules in one pass so that we can guarantee the dependencies by rules order add a new extending interface in Analyzer for post hoc resolution
Behavioral decision,When we use the jdbc in pyspark if we check the lowerBound and upperBound we can give a more friendly suggestion Check the lowerBound and upperBound whether equal None in jdbc API
Behavioral decision,Currently in SQL we implement overwrites by calling fs delete directly on the original data This is not ideal since we the original files end up deleted even if the job aborts We should extend the commit protocol to allow file overwrites to be managed as well Add deleteWithJob hook to internal commit protocol API
Behavioral decision,In SPARK support for AES encryption was added to the Spark network library But the authentication of different Spark processes is still performed using SASL s DIGEST MD mechanism That means the authentication part is the weakest link since the AES keys are currently encrypted using des strongest cipher supported by SASL Spark can t really claim to provide the full benefits of using AES for encryption We should add a new auth protocol that doesn t need these disclaimers AES based authentication mechanism for Spark
Non-existence - ban decision, remove the supportsPartial flag in AggregateFunction
Non-existence - ban decision,Remove useless databaseName from SimpleCatalogRelation Remove databaseName from SimpleCatalogRelation
Structural decision,Since spark sql hive thriftServer singleSession is a configuration of SQL component this conf can be moved from SparkConf to StaticSQLConf When we introduced spark sql hive thriftServer singleSession all the SQL configuration can be modified in different sessions Later static SQL configuration is added It is a perfect fit for spark sql hive thriftServer singleSession Previously we did the same move for spark sql warehouse dir from SparkConf to StaticSQLConf Move spark sql hive thriftServer singleSession to SQLConf
Structural decision,Right now ContextCleaner referenceBuffer is ConcurrentLinkedQueue and the time complexity of the remove action is O n It can be changed to use ConcurrentHashMap whose remove is O Change ContextCleaner referenceBuffer to ConcurrentHashMap to make it faster
Non-existence - ban decision,SortPartitions and RedistributeData logical operators are not actually used and can be removed Note that we do have a Sort operator with global flag false that subsumed SortPartitions Remove SortPartitions and RedistributeData
Structural decision,I recently hit a bug of com thoughtworks paranamer paranamer which causes jackson fail to handle byte array defined in a case class Then I find https github com FasterXML jackson module scala issues which suggests that it is caused by a bug in paranamer Let s upgrade paranamer Since we are using jackson and jackson module paranamer use com thoughtworks paranamer paranamer I suggests that we upgrade paranamer to Upgrade com thoughtworks paranamer paranamer to
Behavioral decision,Currently we only have a SQL interface for recovering all the partitions in the directory of a table and update the catalog MSCK REPAIR TABLE or ALTER TABLE table RECOVER PARTITIONS Actually very hard for me to remember MSCK and have no clue what it means After the new Scalable Partition Handling the table repair becomes much more important for making visible the data in the created data source partitioned table It is desriable to add it into the Catalog interface so that users can repair the table by Add recoverPartitions API to Catalog
Structural decision,SparkR mllib R is getting bigger as we add more ML wrappers I d like to split it into multiple files to make us easy to maintain mllibClassification R mllibRegression R mllibClustering R mllibFeature R or mllib classification R mllib regression R mllib clustering R mllib features R For R convention it s more prefer the first way And I m not sure whether R supports the second organized way will check later Please let me know your preference I think the start of a new release cycle is a good opportunity to do this since it will involves less conflicts If this proposal was approved I can work on it cc felixcheung josephkb mengxr Split SparkR mllib R into multiple files
Structural decision,Make StreamExecution and progress classes serializable because it is too easy for it to get captured with normal usage Make StreamExecution and progress classes serializable
Behavioral decision, Expose event time time stats through StreamingQueryProgress
Behavioral decision,When starting a stream with a lot of backfill and maxFilesPerTrigger the user could often want to start with most recent files first This would let you keep low latency for recent data and slowly backfill historical data It s better to add an option to control this behavior Make FileStream be able to start with most recent files
Structural decision,Implement a wrapper in SparkR to support bisecting k means Bisecting k means wrapper in SparkR
Structural decision,spark logit is added in We need to update spark vignettes to reflect the changes This is part of SparkR QA work Update spark logit in sparkr vignettes
Behavioral decision,Currently when users use Python UDF in Filter BatchEvalPython is always generated below FilterExec However not all the predicates need to be evaluated after Python UDF execution Thus we can push down the predicates through BatchEvalPython Push Down Filter Through BatchEvalPython
Structural decision,An informal poll of a bunch of users found this name to be more clear Rename recentProgresses to recentProgress
Non-existence - ban decision,Otherwise other threads cannot query the content in MemorySink when DataFrame collect takes long time to finish MemorySink should not call DataFrame collect when holding a lock
Behavioral decision,Many Spark developers often want to test the runtime of some function in interactive debugging and testing It d be really useful to have a simple spark time method that can test the runtime SparkSession time a simple timer function
Behavioral decision,We currently have function input file name to get the path of the input file but don t have functions to get the block start offset and length This patch introduces two functions input file block start returns the file block start offset or if not available input file block length returns the file block length or if not available input file block start and input file block length function
Behavioral decision,AggregateFunction currently implements ImplicitCastInputTypes which enables implicit input type casting This can lead to unexpected results and should only be enabled when it is suitable for the function at hand AggregateFunction should not ImplicitCastInputTypes
Structural decision,Move DT RF GBT Param setter methods to subclasses and deprecate these methods in the Model classes to make them more Java friendly See discussion at https github com apache spark pull discussion r Move DT RF GBT Param setter methods to subclasses
Structural decision,We should include in Spark distribution the built source package for SparkR This will enable help and vignettes when the package is used Also this source package is what we would release to CRAN R Include package vignettes and help pages build source package in Spark distribution
Non-existence - ban decision, remove OverwriteOptions
Behavioral decision,trying to monitoring our streaming application using Spark REST interface and found out that there is no api for streaming it let us no choice but to implement one for ourself this api should cover exceptly the same amount of information as you can get from the web interface the implementation is base on the current REST implementation of spark core and will be available for running applications only here is how you can use it endpoint root streaming api v Endpoint Meaning statistics Statistics information of stream receivers A list of all receiver streams receivers stream id Details of the given receiver stream batches A list of all retained batches batches batch id Details of the given batch batches batch id operations A list of all output operations of the given batch batches batch id operations operation id Details of the given operation given batch Add a REST api to spark streaming
Behavioral decision,These two methods were added to Scala Datasets but are not available in Python yet Add withWatermark and checkpoint to python dataframe
Structural decision,Refactor StaticInvoke Invoke and NewInstance as Introduce InvokeLike to extract common logic from StaticInvoke Invoke and NewInstance to prepare arguments Remove unneeded null checking and fix nullability of NewInstance Modify to short circuit if arguments have null when propageteNull true Refactor StaticInvoke Invoke and NewInstance
Structural decision,Spark s CSVFileFormat data source uses inefficient methods for reading files during schema inference and does not benefit from file listing IO performance improvements made in Spark In order to fix this performance problem we should re implement those read paths in terms of TextFileFormat Use TextFileFormat in implementation of CSVFileFormat
Behavioral decision,As of today I could not access rdd localCheckpoint in pyspark This is an important issue for machine learning people as we often have to iterate algorithms and perform operations like joins in each iteration If the lineage is not truncated the memory usage the lineage and computation time explode rdd localCheckpoint seems like the most straightforward way of truncating the lineage but the python API does not expose it Expose RDD localCheckpoint in PySpark
Structural decision,I think we have an undocumented naming convention to call expression unit tests ExpressionsSuite and the end to end tests FunctionsSuite It d be great to make all test suites consistent with this naming convention Use consistent naming for expression test suites
Structural decision,hash scala was getting pretty long and it s not obvious that hash expressions belong there Creating a hash scala to put all the hash expressions Move hash expressions from misc scala into hash scala
Structural decision,Column expr is private sql but it s an actually really useful field to have for debugging We should open it up similar to how we use QueryExecution Make Column expr public
Structural decision,Plan Mark it very explicit in Spark that support for the aforementioned environments are deprecated Remove support it Spark Also see mailing list discussion http apache spark developers list n nabble com Straw poll dropping support for things like Scala tp p html More officially deprecate support for Python Java and Scala
Non-existence - ban decision,Whenever we aggregate data by event time we want to consider data is late and out of order in terms of its event time Since we keep aggregate keyed by the time as state the state will grow unbounded if we keep around all old aggregates in an attempt consider arbitrarily late data Since the state is a store in memory we have to prevent building up of this unbounded state Hence we need a watermarking mechanism by which we will mark data that is older beyond a threshold as too late and stop updating the aggregates with them This would allow us to remove old aggregates that are never going to be updated thus bounding the size of the state Here is the design doc https docs google com document d z Pazs v rA azvmYhu I xwqaNQl ZLIS xhkfCQ edit usp sharing Observed delay based event time watermarks
Structural decision,We should upgrade to the latest release of MiMa in order to include my fix for a bug which led to flakiness in the MiMa checks https github com typesafehub migration manager issues Upgrade to MiMa
Non-existence - ban decision,There are known complaints cribs about History Server s Application List not updating quickly enough when the event log files that need replay are huge Currently the FsHistoryProvider design causes the entire event log file to be replayed when building the initial application listing refer the method mergeApplicationListing fileStatus FileStatus The process of replay involves each line in the event log being read as a string parsing the string to a Json structure converting the Json to the corresponding Scala classes with nested structures Particularly the part involving parsing string to Json and then to Scala classes is expensive Tests show that majority of time spent in replay is in doing this work When the replay is performed for building the application listing the only two events that the code really cares for are SparkListenerApplicationStart and SparkListenerApplicationEnd since the only listener attached to the ReplayListenerBus at that point is the ApplicationEventListener This means that when processing an event log file with a huge number hundreds of thousands can be more of events the work done to deserialize all of these event and then replay them is not needed Only two events are what we re interested in and this can be used to ensure that when replay is performed for the purpose of building the application list we only make the effort to replay these two events and not others My tests show that this drastically improves application list load time For a MB event log from a user with over events the load time local on my mac comes down from about secs to under second using this approach For customers that typically execute applications with large event logs and thus have multiple large event logs present this can speed up how soon the history server UI lists the apps considerably I will be updating a pull request with take at fixing this Remove unneeded heavy work performed by FsHistoryProvider for building up the application listing UI page
Behavioral decision,The new Tungsten execution engine has very robust memory management and speed for simple data types It does however suffer from the following For user defined aggregates Hive UDAFs Dataset typed operators it is fairly expensive to fit into the Tungsten internal format For aggregate functions that require complex intermediate data structures Unsafe on raw bytes is not a good programming abstraction due to the lack of structs The idea here is to introduce a JVM object based hash aggregate operator that can support the aforementioned use cases This operator however should limit its memory usage to avoid putting too much pressure on GC e g falling back to sort based aggregate as soon the number of objects exceeds a very low threshold Internally at Databricks we prototyped a version of this for a customer POC and have observed substantial speed ups over existing Spark Introduce a JVM object based aggregate operator
Structural decision,In the existing code there are three layers of serialization involved in sending a task from the scheduler to an executor A Task object is serialized The Task object is copied to a byte buffer that also contains serialized information about any additional JARs files and Properties needed for the task to execute This byte buffer is stored as the member variable serializedTask in the TaskDescription class The TaskDescription is serialized in addition to the serialized task JARs the TaskDescription class contains the task ID and other metadata and sent in a LaunchTask message While it is necessary to have two layers of serialization so that the JAR file and Property info can be deserialized prior to deserializing the Task object the third layer of deserialization is unnecessary this is as a result of SPARK We should eliminate a layer of serialization by moving the JARs files and Properties into the TaskDescription class taskScheduler has some unneeded serialization
Structural decision,Code generation to get data from ColumnVector and ColumnarBatch is becoming pervasive The generation part as a trait for ease of reuse Refactor code generation to get data for ColumnVector ColumnarBatch
Non-existence - ban decision,We generate bitmasks for grouping sets during the parsing process and use these during analysis These bitmasks are difficult to work with in practice and have lead to numerous bugs I suggest that we remove these and use actual sets instead however we would need to generate these offsets for the grouping id Do not use bitmasks during parsing and analysis of CUBE ROLLUP GROUPING SETS
Structural decision,Classifier getNumClasses can not support Non Double types and classification algos relying on it do not support non double labelCol like NavieBayes As suggested by sethah it is not a reasonable way to do datatype cast everywhere And we can make cast only happen in Predictor yanboliang josephkb srowen Move LabelCol datatype cast into Predictor fit
Behavioral decision,ANSI SQL uses the following to specify the frame boundaries for window functions Improve window function frame boundary API in DataFrame
Behavioral decision,When I was creating the example code for SPARK I realized it was pretty convoluted to define the frame boundaries for window functions when there is no partition column or ordering column The reason is that we don t provide a way to create a WindowSpec directly with the frame boundaries We can trivially improve this by adding rowsBetween and rangeBetween to Window object DataFrame API should simplify defining frame boundaries without partitioning ordering
Non-existence - ban decision, Remove redundant Experimental annotations in sql streaming package
Structural decision,The current InternalRow hierarchy makes a difference between immutable and mutable rows In practice we cannot guarantee that an immutable internal row is immutable you can always pass a mutable object as an one of its elements Lets make all internal rows mutable and reduce the complexity Simplify InternalRow hierarchy
Non-existence - ban decision,Dataset always does eager analysis now Thus spark sql eagerAnalysis is not used any more Thus we need to remove it Remove spark sql eagerAnalysis
Structural decision,There are listLeafFiles related functions in Spark ListingFileCatalog listLeafFiles which calls HadoopFsRelation listLeafFilesInParallel if the number of paths passed in is greater than a threshold if it is lower then it has its own serial version implemented HadoopFsRelation listLeafFiles called only by HadoopFsRelation listLeafFilesInParallel HadoopFsRelation listLeafFilesInParallel called only by ListingFileCatalog listLeafFiles It is actually very confusing and error prone because there are effectively two distinct implementations for the serial version of listing leaf files This into ListingFileCatalog since it is the only class that needs this Keep only one function for listing files in serial Consolidate various listLeafFiles implementations
Non-existence - ban decision,Query Only one distinct should be necessary This makes a bunch of unions slower than a bunch of union alls followed by a distinct Optimizer should remove unnecessary distincts in multiple unions
Behavioral decision,We use multiple DStreams coming from different Kafka topics in a Streaming application Some settings like maxrate and backpressure enabled disabled would be better passed as config to KafkaUtils createStream and KafkaUtils createDirectStream instead of setting them in SparkConf Being able to set a different maxrate for different streams is an important requirement for us we currently work around the problem by using one receiver based stream and one direct stream We would like to be able to turn on backpressure for only one of the streams as well Set Streaming MaxRate Independently For Multiple Streams
Behavioral decision,Profiling a job we saw that patten matching in wrap function of HiveInspector is consuming around of the time which can be avoided A similar change in the unwrap function was made in SPARK When wrapping catalyst datatype to Hive data type avoid pattern matching
Behavioral decision,In logical plan SerializeFromObject for an array always use GenericArrayData as a destination UnsafeArrayData could be used for an primitive array This is a simple approach to solve issues that are addressed by SPARK Here is a motivating example Optimize SerializeFromObject for primitive array
Non-existence - ban decision,The TaskMetricsUIData updatedBlockStatuses field is assigned to but never read increasing the memory consumption of the web UI We should remove this field Remove unused TaskMetricsUIData updatedBlockStatuses field
Structural decision,Many users have requirements to use third party R packages in executors workers but SparkR can not satisfy this requirements elegantly For example you should to mess with the IT administrators of the cluster to deploy these R packages on each executors workers node which is very inflexible I think we should support third party R packages for SparkR users as what we do for jar packages in the following two scenarios Users can install R packages from CRAN or custom CRAN like repository for each executors Users can load their local R packages and install them on each executors To achieve this goal the first thing is to make SparkR executors support virtualenv like Python conda I have investigated and found packrat http rstudio github io packrat is one of the candidates to support virtualenv for R Packrat is a dependency management system for R and can isolate the dependent R packages in its own private package space Then SparkR users can install third party packages in the application scope destroy after the application exit and don t need to bother IT administrators to install these packages manually I would like to know whether it make sense SparkR executors workers support virtualenv
